date,Acrylic paints,Watercolor paints,Oil paints,Charcoal pencils,Sketch pads,Drawing paper,Canvases,Paintbrushes,Calligraphy pens,Colored pencils,Artist markers,Pastels,Gel pens,Painting easels,Drawing pencils,Blending stumps,Palette knives,Spray paints,Paint pallets,Paint rollers,Craft glue,Paint thinner,Canvas boards,Art erasers,Pencil sharpeners,Masking tape,Drawing tablets,Art books,Brush cleaners,Art smocks,Paint markers,Colored inks
2019-12-29,0.5559272727272726,0.259584,0.6527999999999999,0.14975999999999998,0.0,0.1,0.09,0.08985599999999999,0.832,0.22,0.18177391304347826,0.17,0.15,0.0,0.624,0.0,0.0,0.16527567567567567,0.0,0.03,0.3822,0.12,0.0,0.0,0.09508571428571427,0.1,0.04,0.21,0.11904,0.0,0.08,0.0
2020-01-05,0.5332363636363636,0.254592,0.6432,0.11232,0.06408648648648647,0.15,0.08,0.1248,0.76544,0.21,0.10852173913043478,0.16,0.16,0.0,0.6624,0.0,0.0,0.1349189189189189,0.07637014925373134,0.03,0.3666,0.11,0.0,0.0,0.15748571428571428,0.12,0.03,0.25,0.0,0.0,0.09,0.0
2020-01-12,0.4765090909090909,0.209664,0.6335999999999999,0.202176,0.0,0.16,0.08,0.17472,0.624,0.24,0.14379130434782608,0.15,0.15,0.0,0.72,0.0,0.0,0.1720216216216216,0.06705671641791044,0.04,0.3666,0.1,0.10886808510638298,0.0,0.1426285714285714,0.12,0.03,0.25,0.1056,0.0,0.09,0.0
2020-01-19,0.5899636363636364,0.154752,0.6911999999999999,0.154752,0.0,0.15,0.08,0.14975999999999998,0.61568,0.21,0.12751304347826087,0.14,0.15,0.0,0.6624,0.0,0.0,0.20912432432432432,0.07450746268656716,0.03,0.351,0.12,0.0,0.0,0.12777142857142856,0.12,0.04,0.26,0.09024,0.0,0.09,0.0
2020-01-26,0.5786181818181818,0.264576,0.6335999999999999,0.18719999999999998,0.0,0.15,0.08,0.19968,0.4992,0.21,0.08681739130434782,0.16,0.15,0.0,0.6624,0.0,0.0,0.20912432432432432,0.06146865671641791,0.03,0.3978,0.11,0.10090212765957446,0.0,0.18125714285714284,0.1,0.04,0.25,0.07296,0.0,0.09,0.0
2020-02-02,0.5218909090909091,0.11980799999999998,0.5568,0.1248,0.0624,0.16,0.07,0.164736,0.5824,0.2,0.09495652173913044,0.16,0.16,0.0,0.5952,0.0,0.0,0.19225945945945946,0.0,0.04,0.37439999999999996,0.1,0.15931914893617022,0.0,0.12182857142857142,0.11,0.03,0.22,0.10368,0.0,0.09,0.0
2020-02-09,0.6013090909090909,0.309504,0.7104,0.094848,0.0,0.18,0.08,0.20467199999999997,0.4908799999999999,0.22,0.1519304347826087,0.16,0.14,0.0,0.624,0.0,0.0,0.1349189189189189,0.06705671641791044,0.03,0.4914,0.1,0.15135319148936172,0.0,0.15154285714285712,0.12,0.03,0.21,0.1248,0.0,0.1,0.0
2020-02-16,0.6013090909090909,0.244608,0.6432,0.17721599999999998,0.0,0.15,0.08,0.194688,0.4908799999999999,0.22,0.10852173913043478,0.19,0.14,0.0,0.6047999999999999,0.0,0.0,0.1349189189189189,0.07264477611940298,0.04,0.3666,0.11,0.18587234042553188,0.0,0.16937142857142856,0.13,0.03,0.24,0.09216,0.0,0.1,0.0
2020-02-23,0.5105454545454545,0.259584,0.5856,0.10233599999999998,0.0,0.16,0.09,0.20467199999999997,0.53248,0.22,0.08953043478260869,0.17,0.14,0.0,0.6432,0.0,0.0,0.11468108108108108,0.07823283582089552,0.04,0.37439999999999996,0.11,0.1327659574468085,0.0,0.1366857142857143,0.13,0.04,0.24,0.09216,0.0,0.1,0.0
2020-03-01,0.5559272727272726,0.229632,0.5952,0.154752,0.0,0.14,0.08,0.129792,0.44095999999999996,0.2,0.1600695652173913,0.17,0.14,0.0,0.5472,0.0,0.0,0.1855135135135135,0.0,0.03,0.3276,0.11,0.13542127659574466,0.0,0.09211428571428572,0.12,0.03,0.21,0.1248,0.0,0.1,0.0
2020-03-08,0.4992,0.17472,0.5952,0.104832,0.0,0.14,0.07,0.16972800000000002,0.5657599999999999,0.19,0.11123478260869564,0.16,0.12,0.06739200000000001,0.5087999999999999,0.0,0.0,0.15515675675675675,0.07450746268656716,0.04,0.2964,0.12,0.12745531914893615,0.0,0.15451428571428572,0.11,0.04,0.2,0.07872,0.0,0.1,0.0
2020-03-15,0.6126545454545455,0.334464,0.672,0.164736,0.0,0.16,0.11,0.16972800000000002,0.47423999999999994,0.2,0.1248,0.18,0.1,0.0,0.624,0.0,0.0,0.14166486486486485,0.0,0.04,0.312,0.13,0.13011063829787234,0.0,0.104,0.1,0.03,0.18,0.06336,0.0,0.09,0.0
2020-03-22,0.8509090909090908,0.344448,0.7871999999999999,0.132288,0.0742054054054054,0.17,0.15,0.129792,0.5158400000000001,0.26,0.10309565217391303,0.19,0.1,0.06739200000000001,0.6911999999999999,0.064896,0.0,0.22936216216216215,0.11362388059701492,0.04,0.45239999999999997,0.14,0.18321702127659573,0.0,0.1129142857142857,0.12,0.04,0.19,0.07103999999999999,0.0,0.13,0.0
2020-03-29,0.9303272727272727,0.4992,0.9503999999999999,0.18470399999999998,0.08769729729729729,0.17,0.15,0.2496,0.63232,0.29,0.13565217391304346,0.22,0.12,0.0,0.7776,0.05865599999999999,0.0,0.24285405405405405,0.1061731343283582,0.05,0.46799999999999997,0.16,0.18587234042553188,0.0,0.08914285714285713,0.14,0.04,0.25,0.08448,0.0,0.13,0.0
2020-04-05,0.9870545454545454,0.414336,0.96,0.09984,0.0,0.17,0.14,0.29951999999999995,0.39936,0.29,0.15735652173913042,0.23,0.11,0.05865599999999999,0.7104,0.063648,0.0,0.23273513513513513,0.10058507462686567,0.06,0.4446,0.18,0.16994042553191488,0.0,0.12182857142857142,0.15,0.05,0.23,0.10752,0.0,0.13,0.0
2020-04-12,1.0097454545454545,0.454272,0.9503999999999999,0.127296,0.10287567567567567,0.17,0.15,0.2496,0.53248,0.28,0.1709217391304348,0.21,0.14,0.0,0.768,0.05865599999999999,0.0,0.18888648648648648,0.13597611940298507,0.06,0.40559999999999996,0.16,0.19383829787234041,0.0,0.10102857142857143,0.14,0.06,0.24,0.15167999999999998,0.0,0.13,0.0
2020-04-19,1.1345454545454545,0.42931199999999997,0.8255999999999999,0.139776,0.0742054054054054,0.17,0.16,0.35942399999999997,0.59072,0.28,0.13565217391304346,0.21,0.12,0.0,0.7584,0.054911999999999996,0.0,0.22598918918918917,0.1601910447761194,0.06,0.42119999999999996,0.19,0.17790638297872338,0.0,0.15451428571428572,0.14,0.06,0.23,0.11711999999999999,0.0,0.13,0.0
2020-04-26,0.9643636363636363,0.47423999999999994,0.8831999999999999,0.167232,0.08432432432432432,0.17,0.15,0.344448,0.53248,0.28,0.19262608695652172,0.19,0.14,0.05865599999999999,0.7968000000000001,0.0,0.0,0.2732108108108108,0.1415641791044776,0.07,0.4758,0.2,0.265531914893617,0.0,0.15748571428571428,0.14,0.05,0.26,0.09984,0.0,0.16,0.0
2020-05-03,1.0891636363636363,0.44428799999999996,0.9119999999999999,0.13478400000000001,0.0,0.18,0.14,0.329472,0.4908799999999999,0.27,0.13565217391304346,0.22,0.13,0.05990399999999999,0.624,0.0,0.0,0.2563459459459459,0.12107462686567164,0.07,0.5538,0.18,0.23897872340425533,0.0,0.1337142857142857,0.13,0.06,0.26,0.14784,0.0,0.16,0.0
2020-05-10,1.0437818181818181,0.414336,0.9119999999999999,0.18470399999999998,0.0,0.16,0.14,0.329472,0.5740799999999999,0.27,0.17906086956521738,0.2,0.13,0.10732799999999999,0.672,0.0,0.07238399999999999,0.2867027027027027,0.12293731343283582,0.06,0.4836,0.18,0.22570212765957445,0.0,0.12777142857142856,0.14,0.05,0.24,0.13631999999999997,0.0,0.17,0.0
2020-05-17,0.8622545454545454,0.32448,0.6911999999999999,0.14975999999999998,0.0,0.16,0.13,0.21964799999999998,0.52416,0.25,0.14650434782608696,0.19,0.12,0.08112,0.6911999999999999,0.0,0.0,0.29007567567567566,0.13597611940298507,0.06,0.43679999999999997,0.18,0.19914893617021276,0.0,0.1248,0.15,0.06,0.25,0.13056,0.0,0.21,0.0
2020-05-24,0.8735999999999999,0.36940799999999996,0.8351999999999999,0.122304,0.09444324324324324,0.14,0.12,0.264576,0.4992,0.25,0.13565217391304346,0.18,0.13,0.0,0.768,0.0,0.0,0.26646486486486487,0.13038805970149253,0.05,0.351,0.18,0.15931914893617022,0.0,0.08022857142857143,0.14,0.05,0.23,0.1056,0.0,0.24,0.0
2020-05-31,0.7147636363636364,0.259584,0.6335999999999999,0.11980799999999998,0.05734054054054054,0.12,0.11,0.23961599999999997,0.40768,0.19,0.11937391304347826,0.16,0.11,0.066144,0.5087999999999999,0.0,0.0,0.3372972972972973,0.1154865671641791,0.05,0.3432,0.16,0.17790638297872338,0.0,0.07428571428571429,0.13,0.05,0.21,0.10944,0.0,0.22,0.0
2020-06-07,0.7147636363636364,0.314496,0.7584,0.114816,0.0,0.12,0.11,0.18470399999999998,0.44095999999999996,0.2,0.1248,0.16,0.12,0.0,0.624,0.0,0.0,0.26646486486486487,0.08568358208955223,0.05,0.3354,0.17,0.2044595744680851,0.0,0.08914285714285713,0.13,0.06,0.23,0.15744,0.0,0.2,0.0
2020-06-14,0.7601454545454545,0.28454399999999996,0.6335999999999999,0.1248,0.0,0.11,0.12,0.23961599999999997,0.44928,0.19,0.11394782608695651,0.18,0.1,0.0,0.48,0.0,0.0,0.30356756756756753,0.08568358208955223,0.05,0.37439999999999996,0.19,0.16197446808510638,0.0,0.09211428571428572,0.13,0.06,0.21,0.09984,0.0,0.17,0.0
2020-06-21,0.771490909090909,0.309504,0.6432,0.097344,0.0,0.11,0.12,0.189696,0.44928,0.21,0.11937391304347826,0.17,0.09,0.0,0.48,0.0,0.0,0.2934486486486486,0.10431044776119403,0.06,0.40559999999999996,0.17,0.16728510638297872,0.0,0.07428571428571429,0.14,0.04,0.22,0.09216,0.0,0.13,0.0
2020-06-28,0.6693818181818181,0.34944,0.6335999999999999,0.14975999999999998,0.0,0.09,0.1,0.20467199999999997,0.34944,0.2,0.13565217391304346,0.16,0.11,0.0,0.624,0.0,0.0,0.24285405405405405,0.1248,0.04,0.3432,0.16,0.18321702127659573,0.0,0.08617142857142857,0.14,0.06,0.19,0.13248,0.0,0.12,0.0
2020-07-05,0.7828363636363636,0.34944,0.6527999999999999,0.11731199999999999,0.0,0.1,0.13,0.244608,0.44095999999999996,0.22,0.10309565217391303,0.16,0.12,0.0,0.6432,0.0,0.0,0.2732108108108108,0.1322507462686567,0.05,0.3198,0.17,0.17790638297872338,0.0,0.15451428571428572,0.15,0.05,0.2,0.16128,0.0,0.13,0.0
2020-07-12,0.771490909090909,0.29951999999999995,0.6624,0.09984,0.07589189189189188,0.11,0.12,0.2496,0.43263999999999997,0.21,0.11937391304347826,0.15,0.12,0.064896,0.5663999999999999,0.0,0.0,0.20237837837837838,0.07450746268656716,0.05,0.3276,0.16,0.15400851063829787,0.0,0.1129142857142857,0.14,0.06,0.2,0.11711999999999999,0.0,0.14,0.0
2020-07-19,0.6693818181818181,0.23462399999999997,0.6432,0.13728,0.0,0.11,0.12,0.26956800000000003,0.39104,0.25,0.0976695652173913,0.16,0.13,0.0,0.5856,0.0,0.07238399999999999,0.16864864864864865,0.1415641791044776,0.05,0.38999999999999996,0.16,0.14604255319148937,0.0,0.15748571428571428,0.14,0.05,0.2,0.15360000000000001,0.0,0.14,0.0
2020-07-26,0.7941818181818181,0.244608,0.6335999999999999,0.09235199999999999,0.0,0.12,0.13,0.27456,0.46592,0.27,0.08953043478260869,0.16,0.14,0.0,0.6144000000000001,0.0,0.0,0.2968216216216216,0.0,0.06,0.3666,0.16,0.15931914893617022,0.0,0.15451428571428572,0.15,0.06,0.21,0.08064,0.0,0.13,0.0
2020-08-02,0.7601454545454545,0.34944,0.624,0.114816,0.08263783783783783,0.11,0.12,0.19968,0.4992,0.25,0.11123478260869564,0.16,0.15,0.0,0.5952,0.0,0.0,0.20237837837837838,0.0,0.04,0.351,0.15,0.15666382978723403,0.0,0.18422857142857144,0.14,0.06,0.22,0.09216,0.0,0.13,0.0
2020-08-09,0.7147636363636364,0.2496,0.6527999999999999,0.139776,0.08095135135135136,0.12,0.11,0.19968,0.43263999999999997,0.27,0.11123478260869564,0.17,0.14,0.0,0.6911999999999999,0.0,0.0,0.19563243243243242,0.08940895522388059,0.05,0.38999999999999996,0.15,0.19118297872340426,0.0,0.15154285714285712,0.15,0.05,0.24,0.11327999999999999,0.0,0.13,0.0
2020-08-16,0.7828363636363636,0.329472,0.7776,0.17721599999999998,0.09444324324324324,0.15,0.12,0.259584,0.44928,0.28,0.11123478260869564,0.19,0.14,0.07113599999999999,0.8448,0.0,0.0,0.22598918918918917,0.10244776119402985,0.04,0.4134,0.15,0.17790638297872338,0.0,0.21097142857142856,0.14,0.06,0.29,0.11904,0.0,0.13,0.0
2020-08-23,0.5672727272727273,0.314496,0.6527999999999999,0.16224,0.10456216216216216,0.16,0.1,0.28454399999999996,0.4908799999999999,0.25,0.09495652173913044,0.18,0.14,0.0,0.8928,0.05865599999999999,0.0,0.18888648648648648,0.06705671641791044,0.04,0.37439999999999996,0.13,0.14869787234042553,0.0,0.12777142857142856,0.15,0.05,0.28,0.07487999999999999,0.0,0.11,0.0
2020-08-30,0.6126545454545455,0.42432,0.6911999999999999,0.18470399999999998,0.09781621621621621,0.16,0.1,0.244608,0.34944,0.27,0.09495652173913044,0.19,0.14,0.061152,0.7104,0.113568,0.0,0.1855135135135135,0.06891940298507462,0.04,0.40559999999999996,0.14,0.15931914893617022,0.0,0.23771428571428568,0.14,0.07,0.28,0.06336,0.0,0.11,0.0
2020-09-06,0.6466909090909091,0.419328,0.7487999999999999,0.159744,0.08769729729729729,0.17,0.1,0.20467199999999997,0.27456,0.26,0.0976695652173913,0.18,0.13,0.057408,0.6911999999999999,0.0,0.0,0.23948108108108107,0.11921194029850746,0.04,0.3978,0.13,0.2310127659574468,0.0,0.1664,0.14,0.05,0.27,0.07103999999999999,0.0,0.12,0.0
2020-09-13,0.5332363636363636,0.304512,0.624,0.189696,0.07251891891891891,0.18,0.1,0.21465599999999999,0.2912,0.26,0.11937391304347826,0.18,0.13,0.0,0.6816,0.0,0.0,0.2563459459459459,0.08382089552238806,0.04,0.38999999999999996,0.14,0.11948936170212766,0.0,0.11885714285714284,0.13,0.05,0.27,0.13824,0.0,0.1,0.0
2020-09-20,0.5672727272727273,0.32448,0.6527999999999999,0.13728,0.07757837837837837,0.17,0.1,0.26956800000000003,0.39104,0.24,0.11937391304347826,0.19,0.14,0.0,0.7104,0.0,0.0,0.22598918918918917,0.12107462686567164,0.05,0.3432,0.14,0.14869787234042553,0.069888,0.18719999999999998,0.14,0.06,0.26,0.10752,0.0,0.1,0.0
2020-09-27,0.5105454545454545,0.29951999999999995,0.6624,0.1248,0.0,0.16,0.09,0.29951999999999995,0.38272,0.2,0.0,0.18,0.14,0.0,0.528,0.0,0.0,0.20912432432432432,0.0,0.04,0.3822,0.13,0.17790638297872338,0.0,0.1664,0.14,0.05,0.21,0.10175999999999999,0.0,0.1,0.0
2020-10-04,0.6693818181818181,0.27456,0.5663999999999999,0.13478400000000001,0.0,0.14,0.09,0.4992,0.38272,0.2,0.12751304347826087,0.17,0.12,0.0,0.5952,0.0,0.0,0.19225945945945946,0.10058507462686567,0.04,0.3978,0.14,0.10090212765957446,0.0,0.11588571428571429,0.13,0.05,0.2,0.11136,0.0,0.1,0.0
2020-10-11,0.5899636363636364,0.23961599999999997,0.5376,0.17971199999999998,0.07251891891891891,0.13,0.09,0.314496,0.28287999999999996,0.2,0.10038260869565217,0.18,0.11,0.076128,0.6047999999999999,0.0,0.0,0.16864864864864865,0.07823283582089552,0.04,0.4446,0.14,0.14869787234042553,0.0,0.18125714285714284,0.14,0.06,0.2,0.08639999999999999,0.0,0.11,0.0
2020-10-18,0.5786181818181818,0.254592,0.6624,0.14726399999999998,0.0,0.14,0.08,0.35942399999999997,0.3328,0.19,0.10309565217391303,0.17,0.12,0.069888,0.6144000000000001,0.0,0.0,0.20912432432432432,0.0,0.04,0.5147999999999999,0.13,0.10090212765957446,0.0,0.15748571428571428,0.14,0.05,0.2,0.13248,0.0,0.12,0.0
2020-10-25,0.5559272727272726,0.254592,0.5663999999999999,0.132288,0.0,0.12,0.09,0.23961599999999997,0.34944,0.19,0.13565217391304346,0.16,0.11,0.11980799999999998,0.5184,0.0,0.0,0.1720216216216216,0.07823283582089552,0.03,0.5538,0.12,0.13807659574468084,0.0,0.10994285714285713,0.15,0.05,0.19,0.15552,0.0,0.13,0.0
2020-11-01,0.46516363636363633,0.22464,0.4608,0.07238399999999999,0.0,0.1,0.08,0.23961599999999997,0.2912,0.17,0.13293913043478262,0.13,0.11,0.0,0.4608,0.0,0.0,0.11805405405405404,0.0,0.03,0.30419999999999997,0.11,0.0982468085106383,0.0,0.14857142857142858,0.11,0.05,0.16,0.06912,0.0,0.09,0.0
2020-11-08,0.5786181818181818,0.309504,0.5663999999999999,0.14476799999999998,0.08263783783783783,0.13,0.11,0.279552,0.44095999999999996,0.21,0.14921739130434783,0.15,0.13,0.08985599999999999,0.672,0.0,0.0,0.21249729729729727,0.07264477611940298,0.04,0.3978,0.12,0.14869787234042553,0.0,0.07725714285714286,0.14,0.07,0.21,0.11136,0.0,0.12,0.0
2020-11-15,0.5672727272727273,0.309504,0.6527999999999999,0.152256,0.0,0.14,0.11,0.314496,0.52416,0.23,0.15464347826086955,0.16,0.13,0.08985599999999999,0.6816,0.0,0.0,0.12142702702702703,0.12293731343283582,0.03,0.43679999999999997,0.13,0.11152340425531913,0.0,0.13965714285714284,0.13,0.07,0.23,0.11136,0.0,0.12,0.0
2020-11-22,0.6920727272727273,0.29452799999999996,0.7392,0.08736,0.11130810810810811,0.11,0.12,0.279552,0.53248,0.24,0.24688695652173911,0.16,0.13,0.0,0.7104,0.0,0.0,0.18888648648648648,0.0,0.03,0.45239999999999997,0.16,0.10355744680851063,0.0,0.21988571428571427,0.11,0.11,0.23,0.16128,0.0,0.14,0.0
2020-11-29,0.7147636363636364,0.454272,0.7007999999999999,0.094848,0.0,0.15,0.13,0.35942399999999997,0.59072,0.28,0.14650434782608696,0.19,0.16,0.09359999999999999,0.8543999999999999,0.0,0.0,0.16864864864864865,0.0,0.03,0.5771999999999999,0.12,0.17525106382978722,0.0,0.1337142857142857,0.12,0.1,0.29,0.13056,0.0,0.15,0.0
2020-12-06,0.7487999999999999,0.334464,0.7104,0.17971199999999998,0.1248,0.16,0.13,0.29951999999999995,0.67392,0.31,0.20890434782608697,0.17,0.17,0.0,0.96,0.0,0.0,0.16527567567567567,0.07823283582089552,0.03,0.5771999999999999,0.13,0.18321702127659573,0.0,0.1426285714285714,0.12,0.09,0.3,0.17664,0.0,0.16,0.0
2020-12-13,0.7828363636363636,0.36441599999999996,0.6816,0.164736,0.08938378378378378,0.17,0.13,0.314496,0.67392,0.29,0.17906086956521738,0.18,0.17,0.09984,0.7968000000000001,0.0,0.07238399999999999,0.20575135135135134,0.0,0.03,0.4602,0.13,0.15400851063829787,0.0,0.18125714285714284,0.13,0.07,0.26,0.13056,0.0,0.15,0.0
2020-12-20,0.6920727272727273,0.279552,0.7871999999999999,0.202176,0.10118918918918919,0.11,0.1,0.19968,0.65728,0.24,0.13293913043478262,0.18,0.13,0.082368,0.768,0.0,0.0,0.12142702702702703,0.0,0.03,0.38999999999999996,0.12,0.13542127659574466,0.0,0.0,0.11,0.07,0.21,0.0,0.0,0.15,0.0
2020-12-27,0.8055272727272726,0.419328,0.7392,0.154752,0.0,0.1,0.11,0.244608,0.6073599999999999,0.24,0.12208695652173912,0.2,0.15,0.0,0.6335999999999999,0.0,0.0,0.1349189189189189,0.10058507462686567,0.04,0.45239999999999997,0.12,0.16728510638297872,0.0,0.1129142857142857,0.11,0.06,0.2,0.144,0.0,0.12,0.0
2021-01-03,0.5899636363636364,0.264576,0.5856,0.164736,0.0,0.12,0.1,0.21465599999999999,0.5158400000000001,0.23,0.0976695652173913,0.16,0.16,0.0,0.7487999999999999,0.079872,0.0,0.14166486486486485,0.09685970149253731,0.04,0.3666,0.13,0.140731914893617,0.0,0.1129142857142857,0.12,0.04,0.21,0.12288,0.0,0.09,0.0
2021-01-10,0.6353454545454545,0.264576,0.5952,0.21465599999999999,0.0,0.13,0.11,0.264576,0.53248,0.22,0.08410434782608696,0.18,0.16,0.082368,0.72,0.0,0.0,0.18888648648648648,0.0,0.05,0.38999999999999996,0.13,0.18321702127659573,0.0,0.1129142857142857,0.14,0.05,0.21,0.10175999999999999,0.0,0.11,0.0
2021-01-17,0.44247272727272724,0.259584,0.5663999999999999,0.16972800000000002,0.0,0.12,0.11,0.189696,0.416,0.22,0.12208695652173912,0.16,0.15,0.0,0.6527999999999999,0.0,0.0,0.23273513513513513,0.07264477611940298,0.04,0.3822,0.13,0.10090212765957446,0.0,0.16045714285714285,0.12,0.04,0.2,0.0,0.0,0.09,0.0
2021-01-24,0.6013090909090909,0.264576,0.7007999999999999,0.14726399999999998,0.07083243243243242,0.13,0.1,0.2496,0.37439999999999996,0.27,0.07596521739130435,0.16,0.14,0.0,0.7584,0.0,0.0,0.21249729729729727,0.0,0.04,0.3432,0.13,0.15666382978723403,0.0,0.0,0.14,0.04,0.21,0.07103999999999999,0.0,0.1,0.0
2021-01-31,0.5899636363636364,0.279552,0.5376,0.13728,0.08095135135135136,0.13,0.09,0.189696,0.39104,0.23,0.1058086956521739,0.17,0.14,0.0,0.5952,0.0,0.0,0.15515675675675675,0.0,0.04,0.43679999999999997,0.12,0.13807659574468084,0.0,0.1248,0.13,0.05,0.2,0.10944,0.0,0.11,0.0
2021-02-07,0.4992,0.2496,0.5663999999999999,0.152256,0.0,0.13,0.1,0.28454399999999996,0.38272,0.26,0.0,0.17,0.15,0.116064,0.6047999999999999,0.0,0.0,0.1855135135135135,0.07450746268656716,0.04,0.40559999999999996,0.13,0.11948936170212766,0.0,0.09508571428571427,0.13,0.04,0.2,0.144,0.08736,0.11,0.0
